pl_name,st_spectype,sy_umagstr,sy_gmagstr,sy_rmagstr,sy_imagstr,sy_zmagstr
"TOI-1235 b",,"15.550900&plusmn;0.006914","12.4631000&plusmn;0.0008778","11.0518000&plusmn;0.0005927","10.389800&plusmn;0.000455","10.4306000&plusmn;0.0016133"
"TRAPPIST-1 b",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 b",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 c",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 d",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 f",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 g",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"K2-138 d","K1 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 f","K1 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"TRAPPIST-1 b",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 c",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"HIP 116454 b",,,,,,
"K2-212 b",,"16.7814000&plusmn;0.0120986","16.7233000&plusmn;0.0255904","15.8655000&plusmn;0.0149058","11.8544000&plusmn;0.0009956","14.1993000&plusmn;0.0182574"
"K2-212 b",,"16.7814000&plusmn;0.0120986","16.7233000&plusmn;0.0255904","15.8655000&plusmn;0.0149058","11.8544000&plusmn;0.0009956","14.1993000&plusmn;0.0182574"
"TRAPPIST-1 b",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 d",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 e",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 f",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 h",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"K2-138 b","G8 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 c","G8 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 c",,"15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 g",,"15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"WASP-110 b",,,,,,
"K2-141 c",,"15.630500&plusmn;0.009537","11.9478000&plusmn;0.0006742","10.7258000&plusmn;0.0005169","10.3734000&plusmn;0.0005276","10.9381000&plusmn;0.0021332"
"TRAPPIST-1 b",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 e",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 f",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"TRAPPIST-1 g",,"23.305600&plusmn;0.803622","19.6235000&plusmn;0.0155229","17.996300&plusmn;0.007352","15.092300&plusmn;0.004339","13.4342000&plusmn;0.0040633"
"HD 20329 b",,,,,,
"HIP 9618 c",,,,,,
"HD 110082 b",,,,,,
"GJ 3473 b",,"16.8950000&plusmn;0.0083254","15.4319000&plusmn;0.0057415","13.291200&plusmn;0.002163","11.9009000&plusmn;0.0007628","11.4704000&plusmn;0.0040229"
"TOI-2202 b","K8 V",,,,,
"TOI-2202 b",,,,,,
"TOI-500 b",,,,,,
"TOI-833 b",,,,,,
"HATS-77 b",,,,,,
"HATS-77 b",,,,,,
"TOI-1227 b","M4.5V-M5V",,,,,
"TOI-500 d","K6 V",,,,,
"TOI-500 e","K6 V",,,,,
"HD 28109 b","F8/G0 V",,,,,
"HD 28109 c","F8/G0 V",,,,,
"TOI-622 b",,,,,,
"TOI-238 b",,,,,,
"TOI-4562 b",,,,,,
"TOI-1107 b",,,,,,
"TOI-1227 b",,,,,,
"HD 28109 d",,,,,,
"HD 28109 b",,,,,,
"TOI-2641 b","F9 V",,,,,
"TOI-5126 c","F V",,,,,
"TOI-1751 b",,,,,,
"TOI-238 b","K2V",,,,,
"TOI-238 c","K2V",,,,,
"K2-216 b",,,,,,
"TOI-4603 b",,,,,,
"TOI-1235 b","M0.5 V","15.550900&plusmn;0.006914","12.4631000&plusmn;0.0008778","11.0518000&plusmn;0.0005927","10.389800&plusmn;0.000455","10.4306000&plusmn;0.0016133"
"HD 114783 b",,,,,,
"HD 169830 c",,,,,,
"TOI-1685 b","M3.0 V",,,,,
"TOI-1685 b",,,,,,
"TOI-1634 b",,,,,,
"TOI-1235 b",,"15.550900&plusmn;0.006914","12.4631000&plusmn;0.0008778","11.0518000&plusmn;0.0005927","10.389800&plusmn;0.000455","10.4306000&plusmn;0.0016133"
"HD 221420 b","G2 V",,,,,
"K2-87 b",,"16.9399000&plusmn;0.0097921","15.5875000&plusmn;0.0058783","13.8658000&plusmn;0.0019291","13.4564000&plusmn;0.0041089","13.6222000&plusmn;0.0066189"
"TOI-4603 b","F",,,,,
"K2-87 b",,"16.9399000&plusmn;0.0097921","15.5875000&plusmn;0.0058783","13.8658000&plusmn;0.0019291","13.4564000&plusmn;0.0041089","13.6222000&plusmn;0.0066189"
"HD 113337 b",,,,,,
"TOI-4600 c",,"15.6878000&plusmn;0.0068439","13.5581000&plusmn;0.0019109","12.4417000&plusmn;0.0008878","12.2599000&plusmn;0.0019005","13.5420000&plusmn;0.0081983"
"TOI-1680 b",,,,,,
"TOI-712 c",,,,,,
"TOI-220 b",,,,,,
"Kepler-61 b",,,,,,
"K2-3 b",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"K2-3 c",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"TOI-1680 b","M4.5+/-0.5",,,,,
"HD 113337 c",,,,,,
"K2-3 d",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"Kepler-249 c",,,,,,
"Kepler-32 b",,,,,,
"Kepler-249 b",,,,,,
"Kepler-32 e",,,,,,
"Kepler-26 d",,,,,,
"TOI-733 b",,,,,,
"HD 74698 b","G5 V",,,,,
"HD 169830 b",,,,,,
"HD 221420 b",,,,,,
"HD 62364 b",,,,,,
"HIP 19976 b",,,,,,
"HD 167677 b","G5 V",,,,,
"HD 143361 b","G6 V",,,,,
"HD 196050 b","G3 V",,,,,
"HD 62364 b","F7 V",,,,,
"HD 165131 b","G3/5 V",,,,,
"TOI-1634 b",,,,,,
"TOI-1685 b","M3.0 V",,,,,
"HD 114082 b","F3 V",,,,,
"HD 5608 b",,,,,,
"WASP-178 b",,,,,,
"HD 135625 b","G3 IV/V",,,,,
"HD 185283 b","K3 V",,,,,
"HD 16905 b","K3 V",,,,,
"HD 28254 b","G5 V",,,,,
"HD 62364 b","F7 V",,,,,
"HD 100777 b","G8 V",,,,,
"HD 114783 c","K1 V",,,,,
"HD 143361 b","G6 V",,,,,
"HD 167677 b","G5 V",,,,,
"HD 169830 c","F7 V",,,,,
"HD 196050 b","G3 V",,,,,
"HD 221420 b","G1 V",,,,,
"HIP 70849 b","K7 V",,,,,
"HIP 29442 b",,,,,,
"KMT-2021-BLG-2010L b",,,,,,
"KMT-2022-BLG-1013L b",,,,,,
"GJ 9404 b",,"15.4567000&plusmn;0.0083853","11.5138000&plusmn;0.0005179","10.097700&plusmn;0.000443","9.3533400&plusmn;0.0003257","9.6948900&plusmn;0.0011979"
"HIP 70849 b","K7 V",,,,,
"TOI-244 b",,,,,,
"HIP 38594 c","M0",,,,,
"TOI-4600 c","K V","15.6878000&plusmn;0.0068439","13.5581000&plusmn;0.0019109","12.4417000&plusmn;0.0008878","12.2599000&plusmn;0.0019005","13.5420000&plusmn;0.0081983"
"TOI-712 d",,,,,,
"TOI-712 b",,,,,,
"TOI-139 b",,,,,,
"K2-138 b","K1 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 b",,"15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 d","G8 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"WASP-178 b",,,,,,
"K2-138 e","K1 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-138 e","G8 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-141 b",,"15.630500&plusmn;0.009537","11.9478000&plusmn;0.0006742","10.7258000&plusmn;0.0005169","10.3734000&plusmn;0.0005276","10.9381000&plusmn;0.0021332"
"K2-141 b",,"15.630500&plusmn;0.009537","11.9478000&plusmn;0.0006742","10.7258000&plusmn;0.0005169","10.3734000&plusmn;0.0005276","10.9381000&plusmn;0.0021332"
"TOI-813 b","G0 IV",,,,,
"K2-138 g","G8 V","15.0982000&plusmn;0.0059087","14.8948000&plusmn;0.0109808","12.0650000&plusmn;0.0011704","11.8643000&plusmn;0.0012561","13.0460000&plusmn;0.0068556"
"K2-388 b","G8",,,,,
"K2-388 b",,,,,,
"TOI-244 b","M2",,,,,
"HD 143361 b",,,,,,
"HD 216437 b",,,,,,
"HD 169830 b","F8 V",,,,,
"TOI-2266 b",,"19.7451000&plusmn;0.0306548","17.0178000&plusmn;0.0043196","15.5441000&plusmn;0.0039356","14.0720000&plusmn;0.0037479","13.2908000&plusmn;0.0035847"
"HATS-49 b",,,,,,
"HD 152843 c","G0",,,,,
"HIP 113103 b",,,,,,
"HIP 113103 c",,,,,,
"TOI-2184 b",,,,,,
"TOI-2184 b",,,,,,
"Kepler-249 d",,,,,,
"Kepler-32 d",,,,,,
"rho CrB b",,,,,,
"Kepler-32 c",,,,,,
"Kepler-32 f",,,,,,
"OGLE-2014-BLG-0124L b",,,,,,
"OGLE-2014-BLG-0124L b",,,,,,
"rho CrB b","G0 V",,,,,
"rho CrB c","G0 V",,,,,
"K2-3 b",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"K2-3 c",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"K2-3 d",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"K2-26 b",,"17.9402000&plusmn;0.0121136","15.3953000&plusmn;0.0031379","13.9867000&plusmn;0.0031804","15.108500&plusmn;0.012068","12.6301000&plusmn;0.0034228"
"Kepler-619 b",,,,,,
"Kepler-619 d",,,,,,
"Kepler-619 c",,,,,,
"Kepler-619 b",,,,,,
"Kepler-619 d",,,,,,
"Kepler-619 d",,,,,,
"Kepler-619 c",,,,,,
"Kepler-619 b",,,,,,
"TOI-4184 b",,,,,,
"Kepler-619 d",,,,,,
"TOI-4184 b","M5.5+/-0.5",,,,,
"KMT-2019-BLG-0335L b",,,,,,
"Kepler-14 b",,,,,,
"K2-26 b","M1.0 V","17.9402000&plusmn;0.0121136","15.3953000&plusmn;0.0031379","13.9867000&plusmn;0.0031804","15.108500&plusmn;0.012068","12.6301000&plusmn;0.0034228"
"Kepler-619 d",,,,,,
"Kepler-619 c",,,,,,
"Kepler-619 b",,,,,,
"Kepler-619 b",,,,,,
"TOI-1246 d","K V",,,,,
"Kepler-26 d",,,,,,
"Kepler-249 d",,,,,,
"Kepler-205 b",,,,,,
"Kepler-158 c",,,,,,
"Kepler-49 c",,,,,,
"HD 120084 b","G7 III",,,,,
"HD 120084 b",,,,,,
"KMT-2018-BLG-0885L b",,,,,,
"HD 120084 b","G7 III",,,,,
"HD 120084 b","G7 III",,,,,
"HD 14067 b","G9 III",,,,,
"HD 14067 b",,,,,,
"HD 14067 b",,,,,,
"HD 14067 b","G9 III",,,,,
"HD 14067 b","G9 III",,,,,
"Kepler-249 b",,,,,,
"Kepler-32 e",,,,,,
"Kepler-26 d",,,,,,
"Kepler-49 e",,,,,,
"Kepler-61 b",,,,,,
"Kepler-32 d",,,,,,
"Kepler-127 b",,,,,,
"Kepler-125 c",,,,,,
"Kepler-158 c",,,,,,
"Kepler-14 b",,,,,,
"Kepler-125 b",,,,,,
"Kepler-26 c",,,,,,
"K2-3 d",,"15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"K2-3 d","M0 V","15.7198000&plusmn;0.0060234","13.0210000&plusmn;0.0010063","11.6746000&plusmn;0.0007905","10.970200&plusmn;0.000694","12.8219000&plusmn;0.0104595"
"WASP-189 b",,,,,,
"HD 152843 c",,,,,,
"TIC 279401253 b",,,,,,
"TIC 279401253 c",,,,,,
"HD 36384 b","M0 III",,,,,
"K2-26 b",,"17.9402000&plusmn;0.0121136","15.3953000&plusmn;0.0031379","13.9867000&plusmn;0.0031804","15.108500&plusmn;0.012068","12.6301000&plusmn;0.0034228"
"TOI-2266 b","M5.0+0.5-0.5","19.7451000&plusmn;0.0306548","17.0178000&plusmn;0.0043196","15.5441000&plusmn;0.0039356","14.0720000&plusmn;0.0037479","13.2908000&plusmn;0.0035847"
"Kepler-249 c",,,,,,
"Kepler-158 c",,,,,,
"Kepler-236 c",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"Kepler-26 b",,,,,,
"Kepler-14 b",,,,,,
"Kepler-61 b",,,,,,
"Kepler-127 b",,,,,,
"Kepler-26 e",,,,,,
"Kepler-32 b",,,,,,
"Kepler-49 c",,,,,,
"Kepler-49 d",,,,,,
"Kepler-249 b",,,,,,
"HATS-54 b",,,,,,
"Kepler-125 c",,,,,,
"Kepler-32 f",,,,,,
"Kepler-127 b",,,,,,
"HIP 81208 C b","M",,,,,
"HN Lib b","M4.0 V",,,,,
"Kepler-158 c",,,,,,
"Kepler-158 b",,,,,,
"Kepler-236 c",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"Kepler-14 b",,,,,,
"Kepler-205 b",,,,,,
"WASP-184 b",,,,,,
"HAT-P-60 b",,,,,,
"psi1 Dra B b","G0 V",,,,,
"Kepler-158 b",,,,,,
"Kepler-236 b",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"Kepler-249 d",,,,,,
"Kepler-32 b",,,,,,
"Kepler-32 e",,,,,,
"Kepler-32 f",,,,,,
"Kepler-61 b",,,,,,
"Kepler-49 b",,,,,,
"Kepler-49 c",,,,,,
"Kepler-49 e",,,,,,
"Kepler-26 c",,,,,,
"Kepler-26 d",,,,,,
"Kepler-125 b",,,,,,
"Kepler-127 d",,,,,,
"Kepler-127 c",,,,,,
"Kepler-236 b",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"Kepler-249 c",,,,,,
"Kepler-249 b",,,,,,
"Kepler-127 c",,,,,,
"TOI-451 d",,,,,,
"WASP-14 b",,,,,,
"HD 209458 b","G0 V",,,,,
"Kepler-32 b",,,,,,
"CoRoT-2 b",,,,,,
"WASP-62 b",,,,,,
"KELT-1 b",,,,,,
"WASP-175 b",,,,,,
"K2-19 c",,"15.863900&plusmn;0.009394","13.8193000&plusmn;0.0022231","12.8409000&plusmn;0.0010122","12.7544000&plusmn;0.0023179","13.8979000&plusmn;0.0090665"
"WASP-127 b",,,,,,
"WASP-131 b","G0",,,,,
"K2-238 b",,,,,,
"TOI-837 b","G0/F9 V",,,,,
"HAT-P-7 b",,,,,,
"WASP-80 b",,,,,,
"TrES-4 b",,,,,,
"WASP-190 b","F6 IV-V",,,,,
"WASP-17 b",,,,,,
"HAT-P-26 b","K1",,,,,
"WASP-147 b",,,,,,
"HATS-6 b","M1 V",,,,,
"WASP-67 b",,,,,,
"pi Men c",,,,,,
"K2-113 b",,"15.9897000&plusmn;0.0077298","14.3517000&plusmn;0.0040507","13.5701000&plusmn;0.0025487","13.4248000&plusmn;0.0017179","13.6006000&plusmn;0.0074449"
"Qatar-1 b",,,,,,
"TOI-1266 b","M3","16.5269000&plusmn;0.0070042","14.9498000&plusmn;0.0049677","12.5842000&plusmn;0.0017047","11.5997000&plusmn;0.0010459","11.6084000&plusmn;0.0046409"
"KOI-12 b",,,,,,
"WASP-22 b","G1 V",,,,,
"WASP-103 b",,,,,,
"LHS 3844 b","M5",,,,,
"WASP-6 b",,,,,,
"WASP-60 b","G1 V","15.26910&plusmn;0.00814","12.7213000&plusmn;0.0019702","12.0479000&plusmn;0.0015025","11.8383000&plusmn;0.0023212","12.8267000&plusmn;0.0106534"
"WASP-14 b",,,,,,
"WASP-106 b","F9",,,,,
"HAT-P-3 b",,"15.3497000&plusmn;0.0074167","12.0573000&plusmn;0.0007511","11.2937000&plusmn;0.0006178","11.0930000&plusmn;0.0006237","11.4145000&plusmn;0.0026347"
"HAT-P-29 b",,,,,,
"HD 191939 b",,,,,,
"Qatar-5 b",,,,,,
"HD 189733 b","K2 V",,,,,
"GJ 3470 b",,"15.9337000&plusmn;0.0067464","15.4392000&plusmn;0.0101128","11.8694000&plusmn;0.0008937","10.7632000&plusmn;0.0004918","10.5750000&plusmn;0.0017872"
"KOI-94 e",,,,,,
"K2-199 b",,"15.7495000&plusmn;0.0076665","13.0845000&plusmn;0.0013654","11.9667000&plusmn;0.0008587","11.5964000&plusmn;0.0007349","11.8017000&plusmn;0.0037446"
"HATS-70 b",,,,,,
"WASP-107 b",,,,,,
"GJ 357 b",,,,,,
"WASP-85 A b",,,,,,
"HAT-P-29 b","F8",,,,,
"WASP-31 b",,,,,,
"KOI-94 b",,,,,,
"HAT-P-32 b",,,,,,
"WASP-47 b",,,,,,
"WASP-99 b","F8",,,,,
"HAT-P-70 b",,,,,,
"TOI-1296 b",,,,,,
"WASP-18 b",,,,,,
"WASP-106 b",,,,,,
"HAT-P-59 b",,"14.6572000&plusmn;0.0048099","12.4166000&plusmn;0.0008679","11.7641000&plusmn;0.0006696","11.6022000&plusmn;0.0006792","12.7647000&plusmn;0.0053711"
"KOI-94 e",,,,,,
"HATS-33 b",,,,,,
"HD 191939 b","G8 V",,,,,
"Qatar-1 b",,,,,,
"WASP-81 b",,,,,,
"HAT-P-5 b",,,,,,
"XO-5 b",,"15.3529000&plusmn;0.0075771","15.0080000&plusmn;0.0116719","11.988900&plusmn;0.000865","11.8207000&plusmn;0.0008332","13.656100&plusmn;0.016259"
"WASP-113 b",,"14.9317000&plusmn;0.0071447","12.2366000&plusmn;0.0008588","11.6501000&plusmn;0.0006857","11.5690000&plusmn;0.0009268","12.3806000&plusmn;0.0047073"
"TrES-4 b",,,,,,
"KELT-15 b",,,,,,
"TOI-163 b",,,,,,
"WASP-19 b","G8 V",,,,,
"WASP-62 b",,,,,,
"GJ 357 c","M2.5 V",,,,,
"Kepler-448 c",,,,,,
"Kepler-76 b",,,,,,
"WASP-99 b",,,,,,
"HATS-57 b",,,,,,
"HD 191939 d","G8 V",,,,,
"WASP-132 b",,,,,,
"HATS-56 b",,,,,,
"Kepler-41 b",,,,,,
"K2-237 b","F6 V",,,,,
"XO-1 b",,"14.8365000&plusmn;0.0076807","11.7844000&plusmn;0.0007765","11.049500&plusmn;0.000557","10.868500&plusmn;0.000908","11.3144000&plusmn;0.0022352"
"HATS-25 b",,,,,,
"HATS-65 b",,,,,,
"TOI-150.01",,,,,,
"Kepler-396 c",,,,,,
"WASP-24 b",,"15.0557000&plusmn;0.0087638","11.910200&plusmn;0.000644","11.4478000&plusmn;0.0004553","11.3554000&plusmn;0.0009874","11.8579000&plusmn;0.0027553"
"WASP-60 b","G1 V","15.26910&plusmn;0.00814","12.7213000&plusmn;0.0019702","12.0479000&plusmn;0.0015025","11.8383000&plusmn;0.0023212","12.8267000&plusmn;0.0106534"
"TOI-1478 b",,,,,,
"K2-19 c","G9 V","15.863900&plusmn;0.009394","13.8193000&plusmn;0.0022231","12.8409000&plusmn;0.0010122","12.7544000&plusmn;0.0023179","13.8979000&plusmn;0.0090665"
"Kepler-396 c",,,,,,
"L 98-59 d","M3 V",,,,,
"HATS-7 b","K2",,,,,
"TOI-451 b",,,,,,
"TrES-3 b","G4 V",,,,,
"HATS-33 b",,,,,,
"K2-295 b",,"17.0397000&plusmn;0.0082964","14.5951000&plusmn;0.0029808","13.4651000&plusmn;0.0085118","13.0535000&plusmn;0.0083998","12.9930000&plusmn;0.0036151"
"CoRoT-2 b",,,,,,
"WASP-34 b",,,,,,
"HAT-P-50 b",,"14.6197000&plusmn;0.0053619","12.15070&plusmn;0.00167","11.7136000&plusmn;0.0006596","11.6603000&plusmn;0.0019554","13.4771000&plusmn;0.0145167"
"WASP-44 b","G8 V","15.1660000&plusmn;0.0044487","13.6646000&plusmn;0.0029017","13.0208000&plusmn;0.0050056","12.8951000&plusmn;0.0038008","12.7993000&plusmn;0.0036031"
"HATS-3 b","F",,,,,
"HAT-P-49 b",,,,,,
"WASP-2 b",,,,,,
"TOI-216.02",,,,,,
"WASP-47 d",,,,,,
"NGTS-3 A b","G6 V",,,,,
"WASP-70 A b","G4",,,,,
"WASP-28 b","F8","14.7175000&plusmn;0.0074705","12.4890000&plusmn;0.0010721","12.1297000&plusmn;0.0010608","11.9538000&plusmn;0.0009809","13.1488000&plusmn;0.0076089"
"Kepler-447 b","G8 V",,,,,
"WASP-87 b",,,,,,
"K2-19 d","G9 V","15.863900&plusmn;0.009394","13.8193000&plusmn;0.0022231","12.8409000&plusmn;0.0010122","12.7544000&plusmn;0.0023179","13.8979000&plusmn;0.0090665"
"K2-232 b",,,,,,
"Kepler-6 b",,,,,,
"WASP-47 e",,,,,,
"NGTS-2 b",,,,,,
"WASP-71 b","F8",,,,,
"HATS-23 b","G V",,,,,
"XO-1 b",,"14.8365000&plusmn;0.0076807","11.7844000&plusmn;0.0007765","11.049500&plusmn;0.000557","10.868500&plusmn;0.000908","11.3144000&plusmn;0.0022352"
"K2-295 b",,"17.0397000&plusmn;0.0082964","14.5951000&plusmn;0.0029808","13.4651000&plusmn;0.0085118","13.0535000&plusmn;0.0083998","12.9930000&plusmn;0.0036151"
"WASP-4 b",,,,,,
"TOI-530 b","M0.5 V","19.0336000&plusmn;0.0217831","16.4039000&plusmn;0.0040688","15.0071000&plusmn;0.0038879","13.963500&plusmn;0.004074","13.4076000&plusmn;0.0044825"
"WASP-54 b",,"13.9063000&plusmn;0.0048499","10.7614000&plusmn;0.0005174","10.3119000&plusmn;0.0004177","10.2734000&plusmn;0.0005585","10.4784000&plusmn;0.0012223"
"KELT-16 b",,,,,,
"Kepler-32 d",,,,,,
"WASP-150 b",,"14.9124000&plusmn;0.0079383","15.0708000&plusmn;0.0101674","14.7550000&plusmn;0.0108213","14.3734000&plusmn;0.0105669","13.2027000&plusmn;0.0082731"
"TOI-2202 c","K8 V",,,,,
"HATS-74 A b",,,,,,
"K2-265 b",,,,,,
"K2-265 b",,,,,,
"K2-265 b",,,,,,
"K2-265 b",,,,,,
"K2-265 b",,,,,,
"K2-265 b","G8 V",,,,,
"K2-416 b","M V",,,,,
"K2-417 b","M V","17.1655000&plusmn;0.0105761","15.0425000&plusmn;0.0037857","13.4888000&plusmn;0.0030711","12.728200&plusmn;0.001768","12.4275000&plusmn;0.0040444"
"Kepler-236 b",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"Kepler-249 d",,,,,,
"Kepler-32 b",,,,,,
"Kepler-127 b",,,,,,
"Kepler-158 c",,,,,,
"Kepler-32 e",,,,,,
"Kepler-32 f",,,,,,
"Kepler-61 b",,,,,,
"Kepler-22 b",,,,,,
"Kepler-14 b",,,,,,
"Kepler-26 b",,,,,,
"Kepler-26 d",,,,,,
"Kepler-26 e",,,,,,
"Kepler-125 c",,,,,,
"GJ 832 b",,,,,,
"Kepler-347 c",,,,,,
"TOI-1759 b","M0.0 V",,,,,
"TOI-1759 b",,,,,,
"Kepler-16 b",,,,,,
"OGLE-TR-113 b",,,,,,
"OGLE-TR-113 b",,,,,,
"OGLE-TR-113 b",,,,,,
"OGLE-TR-113 b",,,,,,
"OGLE-TR-113 b",,,,,,
"OGLE-TR-113 b",,,,,,
